uri,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
spotify:track:5HxyJa6E8OXdYKKfufrbKE,0.378,0.752,-4.352,0.399,0.192,0.0,0.172,0.321,95.605
spotify:track:5CG9Ps5ynNjpKJHmwc95pa,0.569,0.638,-6.557,0.0291,0.000547,0.0,0.0848,0.438,144.042
spotify:track:5mWupJUJRttb69wmOgVWVh,0.699,0.89,-3.433,0.0567,0.152,0.000163,0.19,0.953,152.013
spotify:track:6EJMBO60yYTS5YOXTqPhka,0.684,0.541,-6.057,0.0329,0.152,0.0,0.11,0.337,132.909
spotify:track:0tV8pOpiNsKqUys0ilUcXz,0.398,0.316,-7.031,0.0368,0.805,0.0,0.295,0.174,118.582
spotify:track:2wgizDzGftKS9HFTyzXP5v,0.725,0.671,-8.11,0.0428,0.0133,1.57e-06,0.0938,0.523,106.002
spotify:track:0ygC1R3vBHPnMvl9x1Ky9F,0.447,0.96,-1.979,0.0588,0.0277,0.0,0.0318,0.533,158.104
spotify:track:6zDx6Xf99MZPziRZH2iddZ,0.562,0.94,-4.337,0.114,0.0494,0.0,0.217,0.456,103.009
spotify:track:4X0Kx0Uz6V2KHhIwjrLn0I,0.549,0.883,-5.525,0.0346,0.0423,1.31e-05,0.323,0.668,83.994
spotify:track:6xHI9KjUjYT0FPtGO8Mxa1,0.464,0.813,-6.185,0.0416,0.0153,0.0,0.254,0.515,75.977
spotify:track:0mDGNetRxywxqgiXFbagZh,0.678,0.714,-4.924,0.0408,0.00795,0.0,0.0827,0.307,109.021
spotify:track:2y5aJvzXhHPA94U5GFAcXe,0.734,0.442,-8.432,0.0557,0.0594,1.63e-05,0.213,0.0973,117.967
spotify:track:5xTtaWoae3wi06K5WfVUUH,0.648,0.785,-5.414,0.165,0.0561,0.0,0.148,0.943,160.02
spotify:track:0ciHz919LVKoH4zgxyMPZ9,0.622,0.469,-6.798,0.0363,0.00454,2.25e-06,0.0398,0.679,77.019
spotify:track:1RvQQGwaPipiNgz8RXAKA8,0.602,0.896,-4.267,0.0437,0.0773,8.87e-05,0.091,0.641,124.978
spotify:track:1OYARuagDrpgNNQ4loO1Cs,0.628,0.676,-5.911,0.0916,0.00957,2.65e-05,0.102,0.75,85.984
spotify:track:3bIxTsfeNMO7Nt2J3EUKrA,0.658,0.729,-6.561,0.0378,0.00215,0.0013,0.0752,0.668,104.007
spotify:track:0yN4fNzmVnmgC0dsOoi9Wh,0.646,0.794,-6.104,0.19,0.0885,6.16e-06,0.201,0.287,170.216
spotify:track:2sC2P3BN0IXujNaaSyDmtP,0.76,0.703,-5.412,0.054,0.103,0.0,0.0913,0.57,95.997
spotify:track:5YCqAof0u6edQMAvMITVyu,0.569,0.871,-2.051,0.225,0.281,0.0,0.147,0.778,175.927
spotify:track:0HMjXBAZmSYOTTi33WpMso,0.655,0.699,-4.421,0.0493,0.0352,0.0,0.064,0.802,86.704
spotify:track:74nadxHkSGQm6eBIyqTHDP,0.791,0.654,-7.109,0.0417,0.126,0.0,0.0839,0.5,97.995
spotify:track:6xsEAm6w9oMQYYg3jkEkMT,0.654,0.655,-7.388,0.106,0.0294,0.0,0.139,0.221,170.16
spotify:track:3fvLGasAD0AquvNPORLA6H,0.591,0.869,-3.848,0.0964,0.0087,0.0,0.166,0.671,128.018
spotify:track:3jVSV60WZE5jPE2a6KGNFy,0.741,0.759,-5.096,0.12,0.0218,0.0,0.628,0.362,97.084
spotify:track:6xGDXrZQoisoWkKWsgplcZ,0.701,0.669,-5.265,0.107,0.271,0.0,0.158,0.446,83.066
spotify:track:0Oe49j06Bjrxs8PltuVeaW,0.758,0.686,-6.346,0.0792,0.0848,0.00127,0.142,0.444,130.007
spotify:track:1vqT6w3wtW3UoF2JQOFqws,0.797,0.867,-5.242,0.0696,0.0158,2.79e-06,0.0868,0.716,127.974
spotify:track:6rPO02ozF3bM7NnOV4h6s2,0.653,0.816,-4.353,0.167,0.228,0.0,0.0967,0.816,178.085
spotify:track:4c2W3VKsOFoIg2SFaO6DY5,0.855,0.624,-4.093,0.0488,0.158,0.0,0.0513,0.962,117.959
spotify:track:4Ro98RCK90oHqqSZUnTFq5,0.874,0.497,-5.484,0.0562,0.22,0.0,0.0761,0.542,106.023
spotify:track:4iLqG9SeJSnt0cSPICSjxv,0.774,0.626,-4.432,0.0432,0.0969,3.12e-05,0.0848,0.777,100.041
spotify:track:1Quf5Hv5j6az3QavlmZiQG,0.437,0.562,-6.327,0.0403,0.162,1.64e-05,0.0838,0.23,81.884
spotify:track:1lgN0A2Vki2FTON5PYq42m,0.365,0.851,-6.238,0.065,0.0964,0.003,0.238,0.309,78.068
spotify:track:1ljzHUgt2SU2ADkhfa9eBC,0.641,0.673,-10.72,0.0918,0.0302,0.000868,0.219,0.644,167.978
spotify:track:3dUMuxNadGxCE3qXuhCwqa,0.578,0.777,-7.572,0.243,0.261,0.00318,0.223,0.65,205.749
spotify:track:0jyA3dh90nzXFUaQ0kof42,0.413,0.678,-5.214,0.0372,0.278,9e-06,0.664,0.406,160.001
spotify:track:2yI5m6WdJ5Ps47XfYLZS1w,0.724,0.577,-8.766,0.0387,0.0886,1.87e-06,0.16,0.677,121.97
spotify:track:2rU7s6g5yQzXXvFFFKN9J6,0.523,0.798,-4.277,0.0434,0.447,0.0,0.11,0.59,147.116
spotify:track:4z2xy1UYMu70xCkWudeL96,0.452,0.885,-6.159,0.0806,0.0093,0.000945,0.113,0.114,139.021
spotify:track:2nMeu6UenVvwUktBCpLMK9,0.324,0.416,-8.92,0.0368,0.262,3.69e-05,0.11,0.151,113.986
spotify:track:4fa67w0yOUqHCDI80jqB2N,0.508,0.918,-4.183,0.0373,0.258,5.72e-05,0.152,0.578,142.085
spotify:track:2bwSCIuNtVrQPVddCi8sOW,0.707,0.656,-9.279,0.173,0.743,0.0,0.172,0.748,118.037
spotify:track:5Gz1PxujU62sfecQpB0Stm,0.63,0.733,-4.338,0.0423,0.0551,0.0,0.102,0.486,104.007
spotify:track:7of3eLR7wKUieYZQtRPHNv,0.472,0.72,-4.947,0.053,0.0822,0.0,0.0863,0.624,141.999
spotify:track:7hR5toSPEgwFZ78jfHdANM,0.681,0.593,-9.327,0.0251,0.435,0.000117,0.106,0.731,115.058
spotify:track:2PWUVMlv1gQpSJBWsQ2m98,0.668,0.804,-4.496,0.0353,0.14,3.88e-06,0.137,0.422,82.867
spotify:track:6kR89hGizsH6x5Sspyai1M,0.561,0.633,-4.049,0.0432,0.545,2.2e-06,0.0863,0.156,123.811
spotify:track:6zkHymyoD3tIqV7RwCAYUw,0.626,0.707,-5.755,0.0425,0.0169,0.0,0.0772,0.653,88.543
spotify:track:0a3KWFyJEaOBOGKjTGOoN8,0.539,0.779,-4.139,0.0432,0.247,2.71e-06,0.386,0.705,164.029
spotify:track:4VFE6ZNqa8jHAmbYICoAFg,0.443,0.817,-3.729,0.0511,0.318,0.0,0.374,0.652,168.1
spotify:track:2Nc8Imt04W3ZmcBF8dPQKc,0.631,0.658,-5.313,0.0281,0.144,0.0,0.22,0.7,80.996
spotify:track:2UZFsGsNiDp6xd6zQ8vqlW,0.575,0.791,-6.063,0.0336,0.000173,0.0,0.269,0.747,107.873
spotify:track:74YBuR2g2m9PxGFJXMwnjT,0.47,0.873,-5.337,0.101,0.0549,0.0,0.57,0.828,84.956
spotify:track:27vTihlWXiz9f9lJM3XGVU,0.735,0.423,-6.652,0.0459,0.011,0.0,0.0553,0.851,85.899
spotify:track:4QeoDcR16IHpmmgFGQDrCp,0.72,0.727,-3.882,0.0489,0.0556,0.0,0.138,0.481,99.994
spotify:track:3kGfazcbVvVkuZunzlLgTD,0.708,0.868,-3.287,0.0431,0.0313,0.0,0.122,0.72,124.994
spotify:track:0ECiofa54uAxOjtlKxGlwF,0.507,0.776,-4.363,0.0484,0.0536,0.0,0.104,0.77,155.944
spotify:track:6yop3isbCrce4maIoUdH0F,0.561,0.906,-5.147,0.0504,0.0114,1.43e-06,0.173,0.431,113.989
spotify:track:6caDnpIOivsjLRXqlJJxCD,0.603,0.644,-6.447,0.0322,0.0886,0.0,0.0905,0.244,112.047
spotify:track:0MaDLHCiHmW4wZERHhz9QA,0.669,0.519,-10.082,0.0278,0.0396,1.63e-06,0.0961,0.396,109.998
spotify:track:5ofWU8anZfdsqpP80Jp7qe,0.58,0.845,-5.577,0.0313,0.145,0.0,0.355,0.651,149.877
spotify:track:0l2KH0O4TObDPPyOE19cjs,0.751,0.398,-5.49,0.027,0.241,0.0,0.171,0.406,109.965
spotify:track:6r3v7nkYQGiHfgNTrpRAwx,0.485,0.595,-6.809,0.038,0.000508,0.0,0.0697,0.505,146.983
spotify:track:2NldmECxe8jE4TmLmu5Yao,0.649,0.796,-3.89,0.0328,0.00267,0.000157,0.362,0.653,140.035
spotify:track:4cjrMeGJAxTBQgN1hLVHdU,0.547,0.774,-4.843,0.0321,0.095,0.0,0.255,0.526,139.964
spotify:track:25W8uFc03viY1OkP4x7caP,0.534,0.933,-4.021,0.0781,0.0218,0.0,0.159,0.778,174.081
spotify:track:2Gl0FzuLxflY6nPifJp5Dr,0.633,0.592,-7.245,0.112,0.197,0.0,0.099,0.679,90.066
spotify:track:4gn7rQyhf463rX9KU5ZeSl,0.548,0.765,-5.297,0.0393,0.0063,0.0,0.0438,0.744,142.099
spotify:track:6ae1zH3Kiy21escxa83TDt,0.59,0.755,-4.897,0.057,0.216,0.0,0.0788,0.482,128.057
spotify:track:6gtefCmYRXl9ct5LJ60tdN,0.529,0.574,-5.884,0.0635,0.21,0.0,0.154,0.422,80.718
spotify:track:2aYY6YTZLPa6h9AFzpktFe,0.582,0.921,-4.497,0.0629,0.253,0.0,0.0951,0.469,90.018
spotify:track:6usHXaTn54uwwozmH00d3X,0.725,0.437,-9.602,0.0575,0.593,0.0,0.0842,0.759,83.985
spotify:track:1mXcT4o2H9fjl0Ai9ZWcqo,0.821,0.838,-4.896,0.0449,0.115,0.1,0.107,0.474,115.989
spotify:track:05Kms0excTlHRel656GZ3U,0.501,0.67,-5.847,0.0696,0.26,0.0,0.0774,0.614,175.895
spotify:track:7ChQ2bqiWwZYaMwQeVIhxR,0.687,0.728,-4.58,0.333,0.0897,0.0,0.12,0.43,174.82
spotify:track:50BOevrHs5fOEEqDZhzdo2,0.418,0.727,-2.799,0.0544,0.008,0.0,0.162,0.807,180.069
spotify:track:36H5Um2ztgYbWY5cI9UgqV,0.385,0.272,-7.936,0.0273,0.463,0.0,0.108,0.153,167.648
spotify:track:4Xbl4b3FPzTeKr3O3MLxcN,0.604,0.644,-6.391,0.0515,0.177,0.0,0.102,0.502,106.609
spotify:track:2uepV42JIhwRnq1pZsT4Gm,0.732,0.606,-5.21,0.0313,0.193,1.25e-06,0.165,0.639,115.985
spotify:track:64txdOCN659nq9qDJcJYFx,0.673,0.721,-4.809,0.024,0.0165,0.0,0.117,0.698,98.014
spotify:track:6Pgkp4qUoTmJIPn7ReaGxL,0.662,0.858,-4.844,0.0428,0.00163,0.0,0.0456,0.295,133.993
spotify:track:08L5iayM0v1aKz1drRugb3,0.547,0.686,-6.148,0.0361,0.00259,1.66e-05,0.151,0.245,102.004
spotify:track:2J1DQUnFdlKcUYJbIO8fID,0.554,0.88,-6.366,0.0425,0.0179,0.0,0.0862,0.448,127.026
spotify:track:2VjtYe7gpfUi2OkGxR2O2z,0.767,0.671,-6.416,0.142,0.21,1.12e-05,0.129,0.474,128.072
spotify:track:25C5CowdsfXld2jJanbiex,0.701,0.638,-6.889,0.238,0.0252,0.0,0.256,0.868,144.084
spotify:track:7LEydI5NfjY6mZfKwYIptZ,0.53,0.512,-7.094,0.133,0.0162,7.04e-05,0.128,0.401,196.121
spotify:track:7dOeiXeTSfA1ixaYmQcWu7,0.401,0.872,-3.641,0.314,0.167,0.0,0.362,0.472,104.592
spotify:track:34gCuhDGsG4bRPIf9bb02f,0.781,0.445,-6.061,0.0295,0.474,0.0,0.184,0.591,78.998
spotify:track:6JT8FZD6yLksUgZQKwrAog,0.412,0.463,-7.571,0.0328,0.436,0.0,0.0989,0.0898,150.117
spotify:track:5bcTCxgc7xVfSaMV3RuVke,0.893,0.745,-3.105,0.0571,0.0642,0.0,0.0943,0.872,101.018
spotify:track:5UMD1Iz7yyVK8Q5FLsVt3q,0.492,0.761,-7.041,0.0363,0.000119,0.0,0.0934,0.395,139.98
spotify:track:2dRvMEW4EwySxRUtEamSfG,0.616,0.789,-4.874,0.0377,0.053,0.0,0.142,0.621,83.066
spotify:track:1LoriJC05IrHIDwj3q0KC1,0.811,0.499,-7.161,0.118,0.0147,2.44e-06,0.342,0.466,111.016
spotify:track:1BZG99C7Co1r6QUC3zaS59,0.672,0.593,-4.01,0.0304,0.0223,0.0,0.214,0.438,98.02
spotify:track:7F9vK8hNFMml4GtHsaXui6,0.683,0.53,-4.918,0.142,0.207,0.0,0.394,0.645,75.016
spotify:track:7wMPhUSe6CZga1vOMpLTJP,0.489,0.54,-7.046,0.0288,0.126,0.0,0.103,0.27,81.4
spotify:track:4fwbGKNExPtPHbor1TBSY4,0.397,0.725,-4.862,0.043,0.00266,0.0,0.208,0.358,128.861
spotify:track:6hdkw1wzhIRYPlYDUtCY5m,0.416,0.773,-3.784,0.0949,0.572,0.0,0.105,0.716,122.65
spotify:track:0VhgEqMTNZwYL1ARDLLNCX,0.696,0.543,-6.164,0.0489,0.308,0.0,0.0939,0.479,107.969
spotify:track:4vb4mFvYsr2h6enhjJsq9Y,0.596,0.838,-6.52,0.0704,0.0189,1.54e-05,0.108,0.472,94.982
spotify:track:6QV0jXpL3RHVkN2g8C7mvh,0.673,0.676,-5.002,0.0308,0.0355,0.0,0.107,0.57,134.944
spotify:track:2jfCy43LsFbCQoB6HyetlY,0.462,0.83,-4.089,0.0673,0.123,0.0,0.0726,0.557,105.058
spotify:track:7iDa6hUg2VgEL1o1HjmfBn,0.643,0.783,-6.458,0.0856,0.047,0.0,0.083,0.579,154.084
spotify:track:2ekn2ttSfGqwhhate0LSR0,0.762,0.7,-6.021,0.0694,0.00261,1.56e-05,0.153,0.608,116.073
spotify:track:7oG8dB8IfD6G3G6Xs74ViW,0.321,0.59,-5.407,0.0704,0.0278,0.0,0.144,0.242,71.96
spotify:track:0o7glLPfZgns8ZF14Wlpf7,0.811,0.596,-5.428,0.0621,0.00755,1.15e-05,0.0588,0.673,130.03
spotify:track:7cQMJ0wDqVS5iM0JIvP6Ay,0.577,0.882,-5.224,0.0492,0.00527,0.0,0.257,0.564,115.022
spotify:track:6l3iEDNEyAm9AM5MSjvLkm,0.742,0.522,-4.111,0.152,0.136,0.0,0.0422,0.751,180.039
spotify:track:0ofbQMrRDsUaVKq2mGLEAb,0.768,0.517,-4.323,0.0312,0.186,3.8e-05,0.104,0.418,104.992
spotify:track:4nGW06TRJOIrVRfjnuK4se,0.831,0.532,-7.273,0.0507,0.12,0.0,0.0905,0.804,108.593
spotify:track:5OQsiBsky2k2kDKy2bX2eT,0.465,0.919,-4.025,0.0408,1.83e-05,2.07e-05,0.262,0.537,135.997
spotify:track:5FZxsHWIvUsmSK1IAvm2pp,0.366,0.94,-5.119,0.0696,0.000769,9.42e-05,0.188,0.369,130.198
spotify:track:2Fs18NaCDuluPG1DHGw1XG,0.582,0.952,-3.848,0.0731,0.00324,0.0,0.223,0.655,103.027
spotify:track:3HVr6jTVwBHBa2flM0eURR,0.731,0.794,-5.126,0.0522,0.0323,2.59e-05,0.112,0.356,139.994
spotify:track:3vGmmVqWM33agHxB19EcAi,0.712,0.51,-8.162,0.0633,0.446,2.46e-05,0.112,0.268,122.964
spotify:track:1sXUWdKx03aP9Gmzft58rt,0.683,0.427,-6.827,0.0777,0.368,0.0,0.0604,0.426,113.634
spotify:track:2habSXqcJGExM6JJyskY7O,0.565,0.782,-6.413,0.0506,0.0577,4.16e-05,0.0757,0.4,140.004
spotify:track:5SE57ljOIUJ1ybL9U6CuBH,0.598,0.775,-4.035,0.0545,0.022,0.0,0.0677,0.687,129.819
spotify:track:7fwXWKdDNI5IutOMc5OKYw,0.705,0.714,-6.39,0.0792,0.0249,0.0,0.253,0.434,104.996
spotify:track:2gVBXeTjwL0ZEh9gjsQjk0,0.494,0.78,-3.825,0.064,0.368,0.0,0.0921,0.664,159.708
spotify:track:1GrikfH0jDejDvrxo84n4P,0.873,0.593,-8.942,0.103,0.078,0.00697,0.104,0.495,123.091
spotify:track:41on8RwRh22IHcChAN2gm8,0.727,0.729,-2.99,0.326,0.171,0.0,0.07,0.512,117.932
spotify:track:3ibKnFDaa3GhpPGlOUj7ff,0.656,0.578,-8.97,0.0922,0.235,0.0,0.118,0.556,94.514
spotify:track:5rb9QrpfcKFHM1EUbSIurX,0.894,0.791,-4.699,0.112,0.0183,0.0,0.0388,0.583,105.018
spotify:track:5sAlmL7Qp9N9BJTADkwEt9,0.616,0.862,-5.18,0.0973,0.00117,0.0,0.179,0.569,127.992
spotify:track:123I2ujxkq0OBWKUWY0c42,0.572,0.778,-5.208,0.233,0.00638,0.0,0.0563,0.54,168.073
spotify:track:1JJOmzOWrIBwW8g5O5k6M7,0.744,0.944,-2.896,0.128,0.00328,0.0149,0.159,0.584,127.949
spotify:track:68vgtRHr7iZHpzGpon6Jlo,0.662,0.507,-8.238,0.118,0.257,0.0,0.0465,0.676,86.412
spotify:track:3ULIOaWZxZshMYcDwQBZ8J,0.315,0.337,-5.85,0.0295,0.814,0.0,0.119,0.189,94.648
spotify:track:550rQQCGkrTzvp4SfpOPzx,0.322,0.377,-7.385,0.0356,0.454,0.0,0.338,0.366,118.669
spotify:track:0Mn3amMRMoabaoTf1Publ4,0.594,0.749,-6.251,0.0677,0.00188,0.000139,0.0869,0.344,130.064
spotify:track:3Nvb9jMtkIbUgU5JMdAyis,0.59,0.746,-4.429,0.261,0.00102,3.85e-05,0.0586,0.846,105.008
spotify:track:7xdTkx2wQXaxlO55h7xwtM,0.519,0.929,-2.55,0.0414,0.162,0.0,0.329,0.175,92.005
spotify:track:7KXjTSCq5nL1LoYtL7XAwS,0.908,0.621,-6.638,0.102,0.000282,5.39e-05,0.0958,0.421,150.011
spotify:track:3PfcqdwpjLepyjNwMnj4kG,0.781,0.826,-3.088,0.0393,0.0219,0.0,0.378,0.78,102.977
spotify:track:0J9p8LscGMlK8KmVtdLofm,0.239,0.428,-6.471,0.0335,0.209,2.97e-05,0.0961,0.203,51.865
spotify:track:5Gu0PDLN4YJeW75PpBSg9p,0.664,0.708,-4.154,0.0474,0.0337,0.0,0.0841,0.742,103.07
spotify:track:5c5a2Ptu8eyIpljhQHjIqk,0.635,0.914,-5.631,0.111,0.0597,0.0,0.601,0.922,156.014
spotify:track:6zMUIb4uce1CzpbjR3vMdN,0.665,0.695,-5.763,0.0532,0.347,0.0,0.106,0.707,90.119
spotify:track:4hrae8atte6cRlSC9a7VCO,0.839,0.706,-6.104,0.199,0.208,0.0,0.242,0.839,96.673
spotify:track:7IeK4EQwNLKxoUw0MCji7V,0.318,0.438,-6.541,0.0326,0.131,0.0,0.119,0.0901,83.115
spotify:track:0Is6MRHWKe7y2xIxDkvO6l,0.603,0.625,-6.563,0.0258,0.302,0.0,0.141,0.651,96.02
spotify:track:0Hf4aIJpsN4Os2f0y0VqWl,0.673,0.758,-3.632,0.158,0.039,0.0,0.341,0.542,135.956
spotify:track:2q95XoeFGixx8b5LNF6Ey1,0.695,0.837,-5.617,0.281,0.245,0.0,0.367,0.639,115.067
spotify:track:45HAjqRWiNv6mMPw4NvZrU,0.447,0.788,-4.994,0.0464,0.00257,1.68e-05,0.0744,0.505,80.04
spotify:track:78lgmZwycJ3nzsdgmPPGNx,0.564,0.932,-10.068,0.0554,0.013,0.169,0.349,0.619,112.937
spotify:track:6jrMVRReY24qzCfe1BRrww,0.556,0.763,-3.952,0.0413,0.000728,6.79e-06,0.071,0.814,138.986
spotify:track:7fJCROKR7ZPfqg6LmupjjV,0.521,0.876,-4.55,0.0472,0.00194,0.0,0.375,0.484,127.646
spotify:track:1AKPnbZfkE00j3vl1p5e78,0.75,0.808,-6.123,0.0346,0.151,1.25e-05,0.107,0.424,119.989
spotify:track:7AVF7kutqdQyamkw6q4d7x,0.522,0.577,-6.782,0.309,0.0234,0.0,0.15,0.386,191.662
spotify:track:4tq1Y4WEp7JDUNWSzGW80V,0.705,0.476,-8.246,0.0334,0.0283,0.000954,0.168,0.343,105.984
spotify:track:2x0WlnmfG39ZuDmstl9xfX,0.649,0.589,-6.237,0.0558,0.00845,0.0,0.108,0.151,159.073
spotify:track:5MMu9zi4UrctTCXQqNJUCY,0.522,0.833,-3.715,0.0575,0.0454,0.0,0.127,0.296,180.009
spotify:track:5ZnJsoJGkQ5K15W7Rcr5JO,0.709,0.782,-3.526,0.0469,0.0771,4.71e-06,0.302,0.728,102.032
spotify:track:6XOYVSmNDjKUNMXooU4s4z,0.71,0.73,-4.001,0.0607,0.0571,0.0,0.139,0.48,99.986
spotify:track:164C9bSF4ryqWXI4XgxTE0,0.776,0.809,-5.726,0.069,0.415,0.0,0.179,0.582,100.071
spotify:track:630sXRhIcfwr2e4RdNtjKN,0.684,0.619,-7.005,0.0386,0.0716,0.0,0.122,0.284,125.046
spotify:track:5C2Vas6jEIarFNVhNHuTGB,0.657,0.356,-11.808,0.0362,0.343,1.27e-06,0.11,0.394,78.914
spotify:track:0ZJAaMYZzmnHGA6msryIWf,0.547,0.576,-7.122,0.0315,0.156,0.0296,0.0797,0.0594,111.958
spotify:track:7HZvTYEdNPiPdweW1868Vm,0.522,0.437,-8.054,0.0318,0.602,0.0,0.0922,0.334,77.983
spotify:track:5Z3GHaZ6ec9bsiI5BenrbY,0.798,0.539,-6.351,0.0421,0.199,1.66e-05,0.165,0.394,136.949
spotify:track:127eX4wsdCOoM0Q6Frer8R,0.654,0.784,-6.165,0.0424,0.115,0.0,0.162,0.818,99.015
spotify:track:2jRq1Mm9a98da78KKIxAu5,0.575,0.545,-8.053,0.0893,0.278,0.0,0.0814,0.421,87.719
spotify:track:45iMwUi9OBJlEIsTJ4AStR,0.743,0.523,-10.288,0.0867,0.128,0.000124,0.135,0.316,92.006
spotify:track:2iNIdJqx4zvsOA1eY8I4QZ,0.809,0.71,-6.15,0.108,0.344,4.13e-06,0.162,0.353,110.036
spotify:track:1cS0TgbR263ey9jn0MwD2s,0.748,0.749,-5.916,0.516,0.142,0.0,0.0713,0.659,90.09
spotify:track:4lS5b4p1rqsMd0taDuwTEY,0.708,0.579,-7.877,0.0328,0.041,7.45e-05,0.135,0.562,106.974
spotify:track:0DR38qk3YmatNzC8U0tH2b,0.576,0.675,-6.505,0.0371,0.355,0.0,0.0924,0.473,149.965
spotify:track:5yFSF6qQA1rcLsQRnBsZgb,0.658,0.678,-4.407,0.058,0.303,0.0,0.361,0.662,97.976
spotify:track:3YQ96qkxiEwTLwgu2Izcmq,0.575,0.694,-5.675,0.0709,0.0158,0.0,0.108,0.442,77.539
spotify:track:5Kelvlf6aU6is8muBjaZ4S,0.355,0.728,-4.395,0.133,0.368,0.0,0.0548,0.646,93.203
spotify:track:76cy1WJvNGJTj78UqeA5zr,0.836,0.544,-5.975,0.0943,0.0403,0.0,0.0824,0.51,97.028
spotify:track:2nLtzopw4rPReszdYBJU6h,0.496,0.863,-4.153,0.0381,0.0046,0.0,0.639,0.243,110.018
spotify:track:6UWmNaS12bUJzFBuQB6e7j,0.556,0.436,-8.146,0.0695,0.0348,0.0,0.113,0.372,139.624
spotify:track:3bjLCKsBNSFyx6Gfsb7X4h,0.55,0.58,-7.687,0.0784,0.206,1.02e-06,0.119,0.484,82.27
spotify:track:4vOlu0CyXyJ0UDKgrmJxVn,0.622,0.765,-5.744,0.0261,0.066,0.0,0.151,0.619,120.016
spotify:track:5vuMtXS5kQ7F0o9V9rG1dG,0.488,0.637,-7.63,0.0401,0.265,0.0,0.106,0.23,88.865
spotify:track:0j2WBxWZnWti5TpSxjJvPb,0.729,0.546,-9.305,0.0285,0.547,0.00287,0.0651,0.406,119.941
spotify:track:1Cicn7ce1xoVlq8gthE2eX,0.699,0.7,-5.704,0.0392,0.0109,0.0794,0.152,0.3,102.023
spotify:track:3Vo4wInECJQuz9BIBMOu8i,0.704,0.859,-4.877,0.0996,0.0185,0.0,0.0215,0.926,105.115
spotify:track:09ts3GnICqYEU5PkQCpJK3,0.707,0.632,-7.031,0.0789,0.103,1.09e-05,0.0841,0.372,97.04
spotify:track:77UjLW8j5UAGAGVGhR5oUK,0.735,0.677,-4.979,0.093,0.0762,2.17e-05,0.111,0.188,100.584
spotify:track:4QfNOZN7vrQCQKK1ZJ3XPb,0.544,0.379,-9.113,0.0412,0.863,0.0,0.083,0.322,199.756
spotify:track:77vLwO4tmJHcfPetpkR2hd,0.462,0.804,-4.183,0.0956,0.178,0.0,0.374,0.836,188.08
spotify:track:6NPVjNh8Jhru9xOmyQigds,0.652,0.757,-6.819,0.153,0.286,0.0,0.0886,0.962,159.911
spotify:track:7jr3iPu4O4bTCVwLMbdU2i,0.678,0.729,-4.188,0.137,0.0658,0.0,0.303,0.643,99.895
spotify:track:3k7pyCzQMKwaStsAbdHHWx,0.524,0.648,-4.024,0.0293,0.00227,0.0,0.0668,0.789,77.95
spotify:track:1mqlc0vEP9mU1kZgTi6LIQ,0.693,0.911,-3.691,0.0305,0.183,0.000107,0.3,0.982,125.895
spotify:track:4WH2PelEpTVSuglBbz65gN,0.559,0.379,-7.217,0.0955,0.43,0.0,0.0649,0.791,172.095
spotify:track:0KednpCIKKLMC17fcW80cN,0.405,0.437,-6.996,0.0517,0.141,0.0,0.393,0.248,184.232
spotify:track:14BH4qO7pgCmIe6mgLKOK3,0.468,0.936,-3.683,0.0455,0.00568,0.0,0.24,0.663,75.05
spotify:track:5uNEaSgkkPw6vLCUh3KsdQ,0.432,0.664,-4.662,0.0302,0.215,0.0,0.15,0.294,156.216
spotify:track:2Pgn1DX2j0oxlcB59ZnhCk,0.473,0.66,-6.368,0.308,0.0884,0.0,0.123,0.561,90.07
spotify:track:5nujrmhLynf4yMoMtj8AQF,0.702,0.825,-3.787,0.0601,0.00883,0.0,0.0674,0.915,102.977
spotify:track:1pF52VPPTgPeBzOjg3PyjH,0.674,0.862,-3.912,0.0315,0.0399,3.81e-06,0.109,0.531,105.994
spotify:track:6QgjcU0zLnzq5OrUoSZ3OK,0.801,0.795,-5.115,0.0504,0.0417,0.000113,0.0717,0.754,79.028
spotify:track:43Vdzy4oh64DXtNU53Z0gY,0.642,0.761,-4.836,0.0456,0.176,0.0,0.926,0.505,112.084
spotify:track:3WKBNbYx32xlJQ0puFCnAJ,0.669,0.656,-7.1,0.112,0.0991,0.0,0.268,0.592,102.062
spotify:track:6qNALlmZa1ESnCxJmXE1K9,0.755,0.769,-5.658,0.186,0.314,2.38e-06,0.0628,0.642,114.966
spotify:track:6Az2Ll2CPnWYQ2BgiHf4Di,0.666,0.889,-5.699,0.144,0.0987,0.0,0.0965,0.916,149.959
spotify:track:6HcZGZJG7t9t5oD4EqlDLv,0.601,0.578,-7.328,0.0366,0.525,2.59e-06,0.498,0.336,78.278
spotify:track:2YyvWje3cEYyqgYhNUIaBJ,0.689,0.679,-5.893,0.0517,0.195,0.00111,0.224,0.475,149.972
spotify:track:45OfR7ugJMgbFDuNOVpIq3,0.635,0.795,-5.089,0.0917,0.0448,1.48e-05,0.119,0.404,103.951
spotify:track:1ekeVcZHB4TOFp94TAoTLG,0.713,0.611,-7.137,0.15,0.411,0.0,0.139,0.741,139.969
spotify:track:4mxWSdf71VFO52qFeY0fZt,0.795,0.608,-5.222,0.0694,0.0767,2.92e-06,0.0853,0.386,110.001
spotify:track:3Zwu2K0Qa5sT6teCCHPShP,0.459,0.891,-5.057,0.0623,0.00511,0.0,0.106,0.588,154.837
